sam,date,loc,locnum,state,res,fftotal,estb,estg,estr,ests,pct_b,pct_g,pct_r,pct_s
N_2013-041_F_15,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_J_30,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_C_7,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_C_8,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_I_25,22/06/2013,Wingham,12,N,1,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_C_9,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_B_4,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_J_29,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_D_12,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_G_20,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_B_6,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_G_21,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_H_22,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_A_1,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_E_13,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_A_2,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_F_18,22/06/2013,Wingham,12,N,1,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_D_10,22/06/2013,Wingham,12,N,1,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_A_3,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_D_11,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_I_27,22/06/2013,Wingham,12,N,1,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_J_28,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_H_24,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_F_16,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_B_5,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-041_G_19,22/06/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-042_B_4,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_I_25,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_J_30,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_A_2,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_F_17,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_B_5,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_A_1,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_A_3,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_I_27,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_J_29,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_H_24,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_J_28,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_F_16,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_G_20,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_C_8,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_E_15,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_H_23,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_E_14,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_G_19,23/06/2013,Port Macquarie,13,N,1,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_H_22,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_F_18,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_D_12,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_C_7,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_E_13,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_I_26,23/06/2013,Port Macquarie,13,N,1,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_G_21,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_D_11,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_B_6,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_D_10,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-042_C_9,23/06/2013,Port Macquarie,13,N,0,60000,8000,52000,0,0,13.30,86.67,0.00,0.00
N_2013-044_B_4,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_H_24,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_F_18,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_D_12,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_A_3,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_I_27,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_J_29,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_C_8,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_E_15,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_H_22,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_F_17,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_B_6,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_E_14,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_B_5,7/07/2013,Singleton,10,N,1,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_G_20,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_C_9,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_F_16,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_D_10,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_J_28,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_A_2,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_C_7,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_H_23,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_A_1,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_D_11,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_G_21,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_G_19,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_J_30,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_E_13,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_I_25,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-044_I_26,7/07/2013,Singleton,10,N,0,6000,500,5500,0,0,8.30,91.67,0.00,0.00
N_2013-045_D_10,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_F_16,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_D_11,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_G_21,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_C_8,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_B_5,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_A_2,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_J_30,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_I_27,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_J_28,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_I_26,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_I_25,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_A_1,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_D_12,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_E_15,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_H_23,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_E_13,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_J_31,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_G_19,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_C_9,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_F_17,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_G_20,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_H_24,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_E_14,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_H_22,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_B_4,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_J_29,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_B_6,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_F_18,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_A_3,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-045_C_7,13/07/2013,Kareela,4,N,0,3000,0,3000,0,0,0.00,100.00,0.00,0.00
N_2013-046_E_15,23/07/2013,Wingham,12,N,1,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_A_2,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_A_1,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_D_12,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_E_14,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_D_10,23/07/2013,Wingham,12,N,1,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_A_1,23/07/2013,Wingham,12,N,1,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_D_12,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_D_14,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_D_11,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_C_11,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_A_3,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_B_4,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_A_2,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_C_8,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_E_13,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_D_15,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_C_7,23/07/2013,Wingham,12,N,1,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_A_3,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_D_13,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_B_5,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_C_7,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_B_6,23/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_B_5,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_C_10,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_C_8,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_B_4,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_C_9,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_B_6,22/07/2013,Wingham,12,N,0,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-046_C_9,23/07/2013,Wingham,12,N,1,50000,25000,25000,0,0,50.00,50.00,0.00,0.00
N_2013-047_D_12,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_I_27,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_G_19,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_I_26,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_H_22,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_J_29,24/07/2013,Port Macquarie,13,N,1,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_A_3,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_B_4,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_H_23,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_B_6,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_J_28,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_A_1,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_H_24,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_C_8,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_I_25,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_D_11,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_D_10,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_C_9,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_E_15,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_E_14,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_C_7,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_G_21,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_G_20,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_A_2,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_E_13,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_F_16,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_J_30,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_F_18,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_F_17,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-047_B_5,24/07/2013,Port Macquarie,13,N,0,37500,15000,22500,0,0,40.00,60.00,0.00,0.00
N_2013-048_E_15,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_I_27,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_D_12,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_E_13,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_F_17,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_D_11,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_I_26,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_G_20,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_C_7,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_J_30,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_F_18,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_J_29,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_D_10,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_G_21,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_G_19,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_H_24,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_J_28,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_B_4,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_H_22,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_C_8,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_H_23,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_E_14,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_F_16,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_A_1,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_I_25,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_B_5,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_B_6,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_A_2,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_C_9,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-048_A_3,28/07/2013,Avoca,8,N,0,4000,0,4000,0,0,0.00,100.00,0.00,0.00
N_2013-049_B_6,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_A_3,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_C_9,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_H_24,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_B_5,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_I_26,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_I_27,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_G_21,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_J_29,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_I_25,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_H_22,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_G_19,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_C_7,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_F_17,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_D_12,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_J_30,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_E_14,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_D_10,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_A_2,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_J_28,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_G_20,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_B_4,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_E_13,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_A_1,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_E_15,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_C_8,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_F_18,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_H_23,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_F_16,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-049_D_11,29/09/2013,Sydney CP,6,N,0,15000,200,14800,0,0,1.30,98.67,0.00,0.00
N_2013-050_F_16,5/08/2013,Lismore,17,N,0,32500,19500,13000,0,0,60.00,40.00,0.00,0.00
